Set,ID,Name,Rarity,Text,Flavour,Comments,Keywords,Life,Intellect,Resource,Cost,Defense,Attack,Variant of,Finish
WTR,119,Steelblade Supremacy,M,"**Dorinthea Specialization** *(You may only have Steelblade Supremacy in your deck if your hero is Dorinthea.)*

Until end of turn, target weapon gains +2[attack] and ""Whenever this weapon hits, draw a card.""

**Go again**",,,"warrior,action",,,1,1,3,,,"standard,rainbow"
WTR,120,Rout,S,"Target weapon attack gains +3[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, you may return target non-equipment defending card to its owners hand.",,,"warrior,attack,reaction",,,1,2,3,,,"standard,rainbow"
WTR,121,Singing Steelblade,S,"**Dorinthea Specialization** *(You may only have Steelblade Supremacy in your deck if your hero is Dorinthea.)*

Target weapon attack gains +1[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, search your deck for an attack reaction card, banish it face up, then shuffle your deck. You may play it this chain link.",,,"warrior,attack,reaction",,,2,1,3,,,"standard,rainbow"
WTR,122,Ironsong Determination,S,"Target weapon gains +1[attack] and **dominate**.

**Go again**
","""The light of Sol will dispel the darkness , and guide us unto the path of righteousness.""",,"warrior,action",,,2,0,3,,,"standard,rainbow"
WTR,123,Overpower,R,"Target weapon attack gains +4[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, the attack gains an additional +2[attack].",,,"warrior,attack,reaction",,,1,3,3,,,"standard,rainbow"
WTR,124,Overpower,R,"Target weapon attack gains +3[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, the attack gains an additional +2[attack].",,,"warrior,attack,reaction",,,2,3,3,,,"standard,rainbow"
WTR,125,Overpower,R,"Target weapon attack gains +2[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, the attack gains an additional +2[attack].",,,"warrior,attack,reaction",,,3,3,3,,,"standard,rainbow"
WTR,126,Steelblade Shunt,R,"If Steelbade shunt defends a weapon attack, deal 1 damage to the attacking hero.",A warrior of the Hand of Sol is trained to turn the enemies' advances to his advantage.,,"warrior,defense,reaction",,,1,1,6,,,"standard,rainbow"
WTR,127,Steelblade Shunt,R,"If Steelbade shunt defends a weapon attack, deal 1 damage to the attacking hero.",A warrior of the Hand of Sol is trained to turn the enemies' advances to his advantage.,,"warrior,defense,reaction",,,2,1,5,,,"standard,rainbow"
WTR,128,Steelblade Shunt,R,"If Steelbade shunt defends a weapon attack, deal 1 damage to the attacking hero.",A warrior of the Hand of Sol is trained to turn the enemies' advances to his advantage.,,"warrior,defense,reaction",,,3,1,4,,,"standard,rainbow"
WTR,129,Warrior's Valor,R,"Your next weapon attack this turn gains +3[attack] and ""If this hits, the attack gains **go again**""","The Magister's voice filled the departure halls, as the blessing of Sol washed over them.",,"warrior,action",,,1,1,3,,,"standard,rainbow"
WTR,130,Warrior's Valor,R,"Your next weapon attack this turn gains +3[attack] and ""If this hits, the attack gains **go again**""","The Magister's voice filled the departure halls, as the blessing of Sol washed over them.",,"warrior,action",,,2,1,3,,,"standard,rainbow"
WTR,131,Warrior's Valor,C,"Your next weapon attack this turn gains +1[attack] and ""If this hits, the attack gains **go again**""","The Magister's voice filled the departure halls, as the blessing of Sol washed over them.",,"warrior,action",,,3,1,3,,,"standard,rainbow"
WTR,132,Ironsong Response,C,"**Reprise** - If the defending hero has defended with a card from their hand this chain link, the target weapon attack gains +3[attack].","The song of a smith rings true, heard with every strike of steel on steel.",,"warrior,attack,reaction",,,1,0,3,,,"standard,rainbow"
WTR,133,Ironsong Response,C,"**Reprise** - If the defending hero has defended with a card from their hand this chain link, the target weapon attack gains +2[attack].","The song of a smith rings true, heard with every strike of steel on steel.",,"warrior,attack,reaction",,,2,0,3,,,"standard,rainbow"
WTR,134,Ironsong Response,C,"**Reprise** - If the defending hero has defended with a card from their hand this chain link, the target weapon attack gains +1[attack].","The song of a smith rings true, heard with every strike of steel on steel.",,"warrior,attack,reaction",,,3,0,3,,,"standard,rainbow"
WTR,135,Biting Blade,C,"Target weapon attack gains +3[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, weapons you control gain +1[attack] until end of turn.",,,"warrior,attack,reaction",,,1,2,3,,,"standard,rainbow"
WTR,136,Biting Blade,C,"Target weapon attack gains +2[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, weapons you control gain +1[attack] until end of turn.",,,"warrior,attack,reaction",,,2,2,3,,,"standard,rainbow"
WTR,137,Biting Blade,C,"Target weapon attack gains +1[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, weapons you control gain +1[attack] until end of turn.",,,"warrior,attack,reaction",,,3,2,3,,,"standard,rainbow"
WTR,138,Stroke of Foresight,C,"Target weapon attack gains +3[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, draw a card, then put a card from your hand on the top or bottom of your deck.",,,"warrior,attack,reaction",,,1,1,3,,,"standard,rainbow"
WTR,139,Stroke of Foresight,C,"Target weapon attack gains +2[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, draw a card, then put a card from your hand on the top or bottom of your deck.",,,"warrior,attack,reaction",,,2,1,3,,,"standard,rainbow"
WTR,140,Stroke of Foresight,C,"Target weapon attack gains +1[attack].

**Reprise** - If the defending hero has defended with a card from their hand this chain link, draw a card, then put a card from your hand on the top or bottom of your deck.",,,"warrior,attack,reaction",,,3,1,3,,,"standard,rainbow"
WTR,141,Sharpen Steel,C,"Your next weapon attack this turn gains +3[attack].

**Go again**",,,"warrior,action",,,1,0,3,,,"standard,rainbow"
WTR,142,Sharpen Steel,C,"Your next weapon attack this turn gains +2[attack].

**Go again**",,,"warrior,action",,,2,0,3,,,"standard,rainbow"
WTR,143,Sharpen Steel,C,"Your next weapon attack this turn gains +1[attack].

**Go again**",,,"warrior,action",,,3,0,3,,,"standard,rainbow"
WTR,144,Driving Blade,C,"Your next weapon attack this turn gains +3[attack] and **go again**.

**Go again**","""Our arms protect the great city, and all who live within."" - Lieutenant Timaeus",,"warrior,action",,,1,2,3,,,"standard,rainbow"
WTR,145,Driving Blade,C,"Your next weapon attack this turn gains +2[attack] and **go again**.

**Go again**","""Our arms protect the great city, and all who live within."" - Lieutenant Timaeus",,"warrior,action",,,2,2,3,,,"standard,rainbow"
WTR,146,Driving Blade,C,"Your next weapon attack this turn gains +1[attack] and **go again**.

**Go again**","""Our arms protect the great city, and all who live within."" - Lieutenant Timaeus",,"warrior,action",,,3,2,3,,,"standard,rainbow"
WTR,147,Nature's Path Pilgrimage,C,"Your next weapon attack this turn gains +3[attack] and ""If this hits, and you have no cards in your arsenal, reveal the top card of your deck. If it's an action card, put it face down into your arsenal.""

**Go again**",,,"warrior,action",,,1,1,3,,,"standard,rainbow"
WTR,148,Nature's Path Pilgrimage,C,"Your next weapon attack this turn gains +2[attack] and ""If this hits, and you have no cards in your arsenal, reveal the top card of your deck. If it's an action card, put it face down into your arsenal.""

**Go again**",,,"warrior,action",,,2,1,3,,,"standard,rainbow"
WTR,149,Nature's Path Pilgrimage,C,"Your next weapon attack this turn gains +1[attack] and ""If this hits, and you have no cards in your arsenal, reveal the top card of your deck. If it's an action card, put it face down into your arsenal.""

**Go again**",,,"warrior,action",,,3,1,3,,,"standard,rainbow"
WTR,150,Fyendal's Spring Tunic,L,"At the start of your turn, if Fyendal's Spring Tunic has less than 3 energy counters, you may put an energy counter on it.

**Instant** - Remove 3 energy counters from Fyendal's Spring tunic: Gain [resource]

**Blade Break** (If you defend with Fyendal's Spring tunic, destroy it when the combat chain closes.)",,,"generic,equipment,chest",,,,,1,,,cold
WTR,151,Hope Merchant's Hood,C,"**Instant**  - Destroy Hope Merchant's Hood: Shuffle any number of cards from your hand into your deck, then draw that many cards.",,,"generic,equipment,head",,,,,0,,,"standard,rainbow"
WTR,152,Heartened Cross Strap,C,**Action** - Destroy Heartened Cross Strap: The next attack action card you play this turn costs [2 resource] less to play. **Go again**,,,"generic,equipment,chest",,,,,0,,,"standard,rainbow"
WTR,153,Goliath Gauntlet,C,**Action** - Destroy Goliath Gauntlet: The next attack action card with cost [2 resource] or greater you play this turn gains +2[attack]. **Go again**,,,"generic,equipment,arms",,,,,0,,,"standard,rainbow"
WTR,154,Snapdragon Scalers,C,**Attack reaction** - Destroy Snapdragon Scalers: Target attack action card with cost [resource] or less gains **go again**.,,,"generic,equipment,legs",,,,,0,,,"standard,rainbow"
WTR,155,Ironrot Helm,C,"**Blade break** *(If you defend with Ironrot Helm, destroy it when the combat chain closes.)*",,,"generic,equipment,head",,,,,1,,,"standard,rainbow"
WTR,156,Ironrot Plate,C,"**Blade break** *(If you defend with Ironrot Plate, destroy it when the combat chain closes.)*",,,"generic,equipment,chest",,,,,1,,,"standard,rainbow"
WTR,157,Ironrot Gauntlet,C,"**Blade break** *(If you defend with Ironrot Gauntlet, destroy it when the combat chain closes.)*",,,"generic,equipment,arms",,,,,1,,,"standard,rainbow"
WTR,158,Ironrot Legs,C,"**Blade break** *(If you defend with Ironrot Legs, destroy it when the combat chain closes.)*",,,"generic,equipment,legs",,,,,1,,,"standard,rainbow"
WTR,159,Enlightened Strike,M,"As an additional cost to play Enlightened Strike, put a card from your hand on the bottom of your deck.

Choose 1;

* Draw a card.
* Enlightened strike gains +2[attack].
* Enlightened strike gains **go again**.",,,"generic,action,attack",,,1,0,3,5,,"standard,rainbow"
WTR,160,Tome of Fyendal,M,"Draw 2 cards.

If Tome of Fyendal is played from arsenal, gain 1[life] for each card in your hand.",Even the simplest recollection of the Old Ones holds immense power...,,"generic,action",,,2,1,2,,,"standard,rainbow"
WTR,161,Last Ditch Effort,S,"When you play Last Ditch Effort, if you have no cards in your deck, it gains +4[attack] and **go again**.","For creatures that feed on fear, the moment of death is a veritable feast.",,"generic,action,attack",,,3,3,3,4,,"standard,rainbow"
WTR,162,Crazy Brew,S,"**Action** - Destroy Crazy Brew: Roll a 6 sided die.
On;

* 1, 2 - Lose 2[life]. **Go again**
* 3, 4 - Gain 2[life]. **Go again**
* 5, 6 - Gain [2 resource], gain 2 action points, and your next attack this turn gains +2[attack].",,,"generic,action,item",,,3,0,,,,"standard,rainbow"
WTR,163,Remembrance,S,"Shufle up to 3 action cards from your graveyard into your deck.

Banish Remembrance.",,,"generic,instant",,,2,0,,,,"standard,rainbow"
WTR,164,Drone of Brutality,R,"If Drone of Brutality would be put into your graveyard from anywhere, instead put it on the bottom of your deck.",,,"generic,action,attack",,,1,2,2,6,,"standard,rainbow"
WTR,165,Drone of Brutality,R,"If Drone of Brutality would be put into your graveyard from anywhere, instead put it on the bottom of your deck.",,,"generic,action,attack",,,2,2,2,5,,"standard,rainbow"
WTR,166,Drone of Brutality,R,"If Drone of Brutality would be put into your graveyard from anywhere, instead put it on the bottom of your deck.",,,"generic,action,attack",,,3,2,2,4,,"standard,rainbow"
WTR,167,Snatch,R,"If Snatch hits, draw a card.",,,"generic,action,attack",,,1,0,2,4,,"standard,rainbow"
WTR,168,Snatch,R,"If Snatch hits, draw a card.",,,"generic,action,attack",,,2,0,2,3,,"standard,rainbow"
WTR,169,Snatch,R,"If Snatch hits, draw a card.",,,"generic,action,attack",,,3,0,2,2,,"standard,rainbow"
WTR,170,Energy Potion,R,"**Instant** - Destroy Energy Potion, gain [2 resource].","Side effects may include agitation, confusion, aggression, tachycardia, fever and delirium.",,"generic,action,item",,,3,0,,,,"standard,rainbow"
WTR,171,Potion of Strength,R,**Action** - Destroy Potion of Strength: Your next attack this turn gains +2[attack]. **Go again**,"""There's something odd about Mabon's drinking horn.""",,"generic,action,item",,,3,0,,,,"standard,rainbow"
WTR,172,Timesnap Potion,R,**Action** - Destroy Timesnap Potion: Gain 2 action points.,"""...and only a slight chance of temporal dissociation!"" - Lena-Belle",,"generic,action,item",,,3,0,,,,"standard,rainbow"
WTR,173,Sigil of Solace,R,Gain 3[life],,,"generic,instant",,,1,0,,,,"standard,rainbow"
WTR,174,Sigil of Solace,R,Gain 2[life],,,"generic,instant",,,2,0,,,,"standard,rainbow"
WTR,175,Sigil of Solace,R,Gain 1[life],,,"generic,instant",,,3,0,,,,"standard,rainbow"
WTR,176,Barraging Brawnhide,C,"If Barraging Brawnhide is defended by less than  2 non-equipment cards, it gains +1[attack].",,,"generic,action,attack",,,1,3,2,7,,"standard,rainbow"
WTR,177,Barraging Brawnhide,C,"If Barraging Brawnhide is defended by less than  2 non-equipment cards, it gains +1[attack].",,,"generic,action,attack",,,2,3,2,6,,"standard,rainbow"
WTR,178,Barraging Brawnhide,C,"If Barraging Brawnhide is defended by less than  2 non-equipment cards, it gains +1[attack].",,,"generic,action,attack",,,3,3,2,5,,"standard,rainbow"
WTR,179,Demolition Crew,C,"As an additional cost to play Demolition Crew, reveal a card with cost [2 resource] or greater.

**Dominate** *(The defending hero can't defend Demolition Crew with more than 1 card from their hand.)*",,,"generic,action,attack",,,1,2,2,6,,"standard,rainbow"
WTR,180,Demolition Crew,C,"As an additional cost to play Demolition Crew, reveal a card with cost [2 resource] or greater.

**Dominate** *(The defending hero can't defend Demolition Crew with more than 1 card from their hand.)*",,,"generic,action,attack",,,2,2,2,5,,"standard,rainbow"
WTR,181,Demolition Crew,C,"As an additional cost to play Demolition Crew, reveal a card with cost [2 resource] or greater.

**Dominate** *(The defending hero can't defend Demolition Crew with more than 1 card from their hand.)*",,,"generic,action,attack",,,3,2,2,4,,"standard,rainbow"
WTR,182,Flock of the Feather Walkers,C,"As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost [resource] or less.

Create a Quicken aura token with, ""When you play an attack action card or attack with a weapon, destroy Quicken then the attack gains **go again**""",,,"generic,action,attack",,,1,1,2,5,,"standard,rainbow"
WTR,183,Flock of the Feather Walkers,C,"As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost [resource] or less.

Create a Quicken aura token with, ""When you play an attack action card or attack with a weapon, destroy Quicken then the attack gains **go again**""",,,"generic,action,attack",,,2,1,2,4,,"standard,rainbow"
WTR,184,Flock of the Feather Walkers,C,"As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost [resource] or less.

Create a Quicken aura token with, ""When you play an attack action card or attack with a weapon, destroy Quicken then the attack gains **go again**""",,,"generic,action,attack",,,3,1,2,3,,"standard,rainbow"
WTR,185,Nimble Strike,C,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gains +1[attack] and **go again**.",,,"generic,action,attack",,,1,1,2,4,,"standard,rainbow"
WTR,186,Nimble Strike,C,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gains +1[attack] and **go again**.",,,"generic,action,attack",,,2,1,2,3,,"standard,rainbow"
WTR,187,Nimble Strike,C,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gains +1[attack] and **go again**.",,,"generic,action,attack",,,3,1,2,2,,"standard,rainbow"
WTR,188,Raging Onslaught,C,,"Bartrand the Bloody hunted anything that crossed his path, slaying ruthless bandits and savage beasts. They say that his mighty greataxe was forged from the ashes of his enemies, and tempered with their blood.",,"generic,action,attack",,,1,3,3,7,,"standard,rainbow"
WTR,189,Raging Onslaught,C,,"Bartrand the Bloody hunted anything that crossed his path, slaying ruthless bandits and savage beasts. They say that his mighty greataxe was forged from the ashes of his enemies, and tempered with their blood.",,"generic,action,attack",,,2,3,3,6,,"standard,rainbow"
WTR,190,Raging Onslaught,C,,"Bartrand the Bloody hunted anything that crossed his path, slaying ruthless bandits and savage beasts. They say that his mighty greataxe was forged from the ashes of his enemies, and tempered with their blood.",,"generic,action,attack",,,3,3,3,5,,"standard,rainbow"
WTR,191,Scar for a Scar,C,"When you play Scar for a Scar, if you have less [life] than your opponent, it gains **go again**.",,,"generic,action,attack",,,1,0,2,4,,"standard,rainbow"
WTR,192,Scar for a Scar,C,"When you play Scar for a Scar, if you have less [life] than your opponent, it gains **go again**.",,,"generic,action,attack",,,2,0,2,3,,"standard,rainbow"
WTR,193,Scar for a Scar,C,"When you play Scar for a Scar, if you have less [life] than your opponent, it gains **go again**.",,,"generic,action,attack",,,3,0,2,2,,"standard,rainbow"
WTR,194,Scour the Battlescape,C,"You may put a card from your hand on the bottom of your deck. If you do, draw a card.

If Scour the Battlescape is played from arsenal, it gains **go again**.",,,"generic,action,attack",,,1,0,2,3,,"standard,rainbow"
WTR,195,Scour the Battlescape,C,"You may put a card from your hand on the bottom of your deck. If you do, draw a card.

If Scour the Battlescape is played from arsenal, it gains **go again**.",,,"generic,action,attack",,,2,0,2,2,,"standard,rainbow"
WTR,196,Scour the Battlescape,C,"You may put a card from your hand on the bottom of your deck. If you do, draw a card.

If Scour the Battlescape is played from arsenal, it gains **go again**.",,,"generic,action,attack",,,3,0,2,1,,"standard,rainbow"
WTR,197,Regurgitating Slog,C,"As an additional cost to play Regurgitating Slog, you may banish a card named Sloggism. If you do, Regurgitating Slog gains **dominate**. *(The defending hero can't defend Regurgitating Slog with more than 1 card from their hand.)*",,,"generic,action,attack",,,1,2,2,6,,"standard,rainbow"
WTR,198,Regurgitating Slog,C,"As an additional cost to play Regurgitating Slog, you may banish a card named Sloggism. If you do, Regurgitating Slog gains **dominate**. *(The defending hero can't defend Regurgitating Slog with more than 1 card from their hand.)*",,,"generic,action,attack",,,2,2,2,5,,"standard,rainbow"
WTR,199,Regurgitating Slog,C,"As an additional cost to play Regurgitating Slog, you may banish a card named Sloggism. If you do, Regurgitating Slog gains **dominate**. *(The defending hero can't defend Regurgitating Slog with more than 1 card from their hand.)*",,,"generic,action,attack",,,3,2,2,4,,"standard,rainbow"
WTR,200,Wounded Bull,C,"When you play Wounded Bull, if you have less [life] than your opponent, Wounded Bull gains +1[attack].","In the Savage Lands, humans, like animals, are more dangerous when they bleed.",,"generic,action,attack",,,1,3,2,7,,"standard,rainbow"
WTR,201,Wounded Bull,C,"When you play Wounded Bull, if you have less [life] than your opponent, Wounded Bull gains +1[attack].","In the Savage Lands, humans, like animals, are more dangerous when they bleed.",,"generic,action,attack",,,2,3,2,6,,"standard,rainbow"
WTR,202,Wounded Bull,C,"When you play Wounded Bull, if you have less [life] than your opponent, Wounded Bull gains +1[attack].","In the Savage Lands, humans, like animals, are more dangerous when they bleed.",,"generic,action,attack",,,3,3,2,5,,"standard,rainbow"
WTR,203,Wounding Blow,C,,"Farmhands, villagers, and slaves - easily replaceable wretches that must be taught the joys of obedience.",,"generic,action,attack",,,1,0,3,4,,"standard,rainbow"
WTR,204,Wounding Blow,C,,"Farmhands, villagers, and slaves - easily replaceable wretches that must be taught the joys of obedience.",,"generic,action,attack",,,2,0,3,3,,"standard,rainbow"
WTR,205,Wounding Blow,C,,"Farmhands, villagers, and slaves - easily replaceable wretches that must be taught the joys of obedience.",,"generic,action,attack",,,3,0,3,2,,"standard,rainbow"
WTR,206,Pummel,C,"Choose 1;

* Target club or hammer attack gains +4[attack].
* Target attack action card with cost [2 resource] or greater gains +4[attack] and ""If this hits, the defending hero discards a card.""",,,"generic,attack,reaction",,,1,2,2,,,"standard,rainbow"
WTR,207,Pummel,C,"Choose 1;

* Target club or hammer attack gains +3[attack].
* Target attack action card with cost [2 resource] or greater gains +3[attack] and ""If this hits, the defending hero discards a card.""",,,"generic,attack,reaction",,,2,2,2,,,"standard,rainbow"
WTR,208,Pummel,C,"Choose 1;

* Target club or hammer attack gains +2[attack].
* Target attack action card with cost [2 resource] or greater gains +2[attack] and ""If this hits, the defending hero discards a card.""",,,"generic,attack,reaction",,,3,2,2,,,"standard,rainbow"
WTR,209,Razor Reflex,C,"Choose 1;

* Target sword or dagger attack gains +3[attack].
* Target attack action card with cost [resource] or less gains +3[attack] and ""If this hits, this attack gains **go again**.""",,,"generic,attack,reaction",,,1,1,2,,,"standard,rainbow"
WTR,210,Razor Reflex,C,"Choose 1;

* Target sword or dagger attack gains +2[attack].
* Target attack action card with cost [resource] or less gains +2[attack] and ""If this hits, this attack gains **go again**.""",,,"generic,attack,reaction",,,2,1,2,,,"standard,rainbow"
WTR,211,Razor Reflex,C,"Choose 1;

* Target sword or dagger attack gains +1[attack].
* Target attack action card with cost [resource] or less gains +1[attack] and ""If this hits, this attack gains **go again**.""",,,"generic,attack,reaction",,,3,1,2,,,"standard,rainbow"
WTR,212,Unmovable,C,"If Unmovable is played from arsenal, it gains +1[defense].",,,"generic,defense,reaction",,,1,3,7,,,"standard,rainbow"
WTR,213,Unmovable,C,"If Unmovable is played from arsenal, it gains +1[defense].",,,"generic,defense,reaction",,,2,3,6,,,"standard,rainbow"
WTR,214,Unmovable,C,"If Unmovable is played from arsenal, it gains +1[defense].",,,"generic,defense,reaction",,,3,3,5,,,"standard,rainbow"
WTR,215,Sink Below,C,"You may put a card from your hand on the bottom of your deck. If you do, draw a card.",Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.,,"generic,defense,reaction",,,1,0,4,,,"standard,rainbow"
WTR,216,Sink Below,C,"You may put a card from your hand on the bottom of your deck. If you do, draw a card.",Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.,,"generic,defense,reaction",,,2,0,3,,,"standard,rainbow"
WTR,217,Sink Below,C,"You may put a card from your hand on the bottom of your deck. If you do, draw a card.",Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.,,"generic,defense,reaction",,,3,0,2,,,"standard,rainbow"
WTR,218,Nimblism,C,"The next attack action card with cost [resource] or less you play this turn gains +3[attack].

**Go again**",,,"generic,action",,,1,0,2,,,"standard,rainbow"
WTR,219,Nimblism,C,"The next attack action card with cost [resource] or less you play this turn gains +2[attack].

**Go again**",,,"generic,action",,,2,0,2,,,"standard,rainbow"
WTR,220,Nimblism,C,"The next attack action card with cost [resource] or less you play this turn gains +1[attack].

**Go again**",,,"generic,action",,,3,0,2,,,"standard,rainbow"
WTR,221,Sloggism,C,"The next attack action card with cost [2 resource] or greater you play this turn gains +6[attack].

**Go again**",,,"generic,action",,,1,3,2,,,"standard,rainbow"
WTR,222,Sloggism,C,"The next attack action card with cost [2 resource] or greater you play this turn gains +5[attack].

**Go again**",,,"generic,action",,,2,3,2,,,"standard,rainbow"
WTR,223,Sloggism,C,"The next attack action card with cost [2 resource] or greater you play this turn gains +4[attack].

**Go again**",,,"generic,action",,,3,3,2,,,"standard,rainbow"
WTR,224,Cracked Bauble,T,"*Cracked bauble exists to support Booster Draft and Sealed Deck Formats. A player may add any number of Cracked Baubles to their deck. Typically, a player would only do this if they did not have enough legally playable cards to make a 30 card minimum deck.*",,,"generic,resource",,,2,,,,,standard
WTR,225,Quicken,T,"*(Auras stay in the arena until they are destroyed.)*

When you play an attack action card or attack with a weapon, destroy Quicken then the attack gains **go again**.",,,"generic,token,aura",,,,,,,,standard
